Ⲉⲣϣⲁⲛ	ACOND	ⲉⲣϣⲁⲛ
ⲙⲉ`	ANEGAOR	ⲙⲉ
ⲙ̄ⲙⲟ	PREP	ⲙⲙⲟ
ⲟⲩ	PPERO	ⲟⲩ
·	PUNCT	·
Ⲁⲛⲟⲛ	PPERI	ⲁⲛⲟⲛ
ⲇⲉ	PTC	ⲇⲉ
ϩⲱⲱ	IMOD	ϩⲱⲱ
ⲛ`	N	ⲛ
ⲛ̄	PREP	ⲛ
ⲧ︤ⲛ︥	PPERO	ⲧⲛ
ϣⲓⲡⲉ	N	ϣⲓⲡⲉ
ⲁⲛ`	NEG	ⲁⲛ
ⲉ	CCIRC	ⲉ
ⲛ	PPERS	ⲛ
ϫⲱ	V	ϫⲱ
ⲙ̄ⲙⲟ	PREP	ⲙⲙⲟ
ⲥ	PPERO	ⲥ
·	PUNCT	·
ϫⲉ	CONJ	ϫⲉ
ⲛ̄	PREP	ⲛ
ⲧ︤ⲛ︥	PPERO	ⲧⲛ
ⲛⲁ	PREP	ⲛⲁ
ϥⲓ`	V	ϥⲓ
ⲡ	ART	ⲡ
ⲣⲟⲟⲩϣ`	N	ⲣⲟⲟⲩϣ
ⲁⲛ	NEG	ⲁⲛ
ⲛ̄	PREP	ⲛ
ⲛⲉⲛ	PPOS	ⲛⲉⲛ
 ⲥⲛⲏⲩ`	N	ⲥⲛⲏⲩ
ⲉ	CCIRC	ⲉ
ⲛ	PPERS	ⲛ
ⲟⲩⲱⲛ︤ϩ︥	V	ⲟⲩⲱⲛϩ
ⲙ̄ⲙⲟ	PREP	ⲙⲙⲟ
ⲛ	PPERO	ⲛ
ⲉⲃⲟⲗ`	ADV	ⲉⲃⲟⲗ
ⲛ̄	PREP	ⲛ
ⲁⲧ︤ⲙ︥ⲡϣⲁ`	N	ⲁⲧⲙⲡϣⲁ
ⲙ̄	PREP	ⲙ
ⲡⲉ	ART	ⲡⲉ
ϩ︤ⲙ︥ⲟⲧ`	N	ϩⲙⲟⲧ
ⲙ̄	PREP	ⲙ
ⲡ	ART	ⲡ
ϫⲟⲉⲓⲥ`	N	ϫⲟⲉⲓⲥ
ⲛ̄ⲧ	CREL	ⲛⲧ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲁⲁ	V	ⲁⲁ
ⲛ`	PREP	ⲛ
ⲛ̄	ART	ⲛ
ⲙ̄ⲡϣⲁ	V	ⲙⲡϣⲁ
ⲛ̄	PREP	ⲛ
ⲑⲛⲟⲛ`	N	ⲑⲛⲟⲛ
ⲉϩⲟⲩⲛ`	ADV	ⲉϩⲟⲩⲛ
ⲉⲣⲟ	PREP	ⲉⲣⲟ
ϥ	PPERO	ϥ
ϩ︤ⲛ︥	PREP	ϩⲛ
ϩⲉⲛ	ART	ϩⲉⲛ
ϩⲃⲏⲩⲉ`	N	ϩⲃⲏⲩⲉ
ⲛ̄	PREP	ⲛ
ⲧ︤ⲛ︥	PPERO	ⲧⲛ
ⲙ̄ⲡϣⲁ`	V	ⲙⲡϣⲁ
ⲙ̄ⲙⲟ	PREP	ⲙⲙⲟ
ⲟⲩ	PPERO	ⲟⲩ
ⲁⲛ	NEG	ⲁⲛ
·	PUNCT	·
ⲉⲧⲃⲉ	PREP	ⲉⲧⲃⲉ
ⲡⲁⲓ̈	PDEM	ⲡⲁⲓ
ⲙ̄ⲡ︤ⲣ︥	N	ⲙⲡⲣ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ⲗⲁⲁⲩ`	N	ⲗⲁⲁⲩ
ϩⲣⲁⲓ̈	ADV	ϩⲣⲁⲓ
ⲛ̄ϩⲏⲧ︤	PREP	ⲛϩⲏⲧ
ⲛ︥	PPERO	ⲛ
ⲏ̂	CONJ	ⲏ
ϩⲁⲧ︤ⲛ︥	PREP	ϩⲁⲧⲛ
ⲧⲏⲩⲧ︤ⲛ︥	PPERO	ⲧⲏⲩⲧⲛ
ⲛ̄ⲧⲱⲧ︤ⲛ︥`	PPERI	ⲛⲧⲱⲧⲛ
ⲡⲱϩ︤ⲧ︥	V	ⲡⲱϩⲧ
ⲉⲃⲟⲗ`	ADV	ⲉⲃⲟⲗ
ⲙ̄	PREP	ⲙ
ⲡⲉ	ART	ⲡⲉ
ϩ︤ⲙ︥ⲟⲧ	N	ϩⲙⲟⲧ
ⲙ̄	PREP	ⲙ
ⲡ	ART	ⲡ
ϫⲟⲉⲓⲥ	N	ϫⲟⲉⲓⲥ
·	PUNCT	·
ⲛ̄	ART	ⲛ
ⲥⲉ	NUM	ⲥⲉ
ⲡⲱⲧ`	V	ⲡⲱⲧ
ⲉⲃⲟⲗ`	ADV	ⲉⲃⲟⲗ
ⲛ̄	PREP	ⲛ
ϩⲉⲛ	ART	ϩⲉⲛ
ⲕⲟⲟⲩⲉ	N	ⲕⲟⲟⲩⲉ
ⲉ	CREL	ⲉ
ⲁ	APST	ⲁ
ⲩ	PPERS	ⲩ
ϭⲁⲗⲱ	V	ϭⲁⲗⲱ
ⲟⲩ`	PPERO	ⲟⲩ
ⲉⲣⲟ	PREP	ⲉⲣⲟ
ⲟⲩ`	ART	ⲟⲩ
ⲉ	CREL	ⲉ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ⲩ	PPERS	ⲩ
ϥⲓ`	V	ϥⲓ
ⲡⲉⲩ	PPOS	ⲡⲉⲩ
ⲣⲟⲟⲩϣ`	N	ⲣⲟⲟⲩϣ
ⲉⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ϩⲓⲧ︤ⲙ︥	PREP	ϩⲓⲧⲙ
ⲡ	ART	ⲡ
ⲛⲟⲩⲧⲉ	N	ⲛⲟⲩⲧⲉ
·	PUNCT	·
ⲛ̄	PREP	ⲛ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ϩⲱⲟⲩ`	V	ϩⲱⲟⲩ
ⲟⲛ`	ADV	ⲟⲛ
ⲛ̄ⲧ	CREL	ⲛⲧ
ⲁ	APST	ⲁ
ϩⲉⲛ	ART	ϩⲉⲛ
ⲕⲟⲟⲩⲉ`	N	ⲕⲟⲟⲩⲉ
ϥⲓ	V	ϥⲓ
ⲙ̄	PREP	ⲙ
ⲡⲉⲩ	PPOS	ⲡⲉⲩ
ⲣⲟⲟⲩϣ`	N	ⲣⲟⲟⲩϣ
ϫⲓⲛ	PREP	ϫⲓⲛ
ⲛ̄	ART	ⲛ
ϣⲟⲣ︤ⲡ︥	N	ϣⲟⲣⲡ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲟⲛ	ADV	ⲟⲛ
ⲧⲉⲛⲟⲩ	ADV	ⲧⲉⲛⲟⲩ
ⲉⲩ	N	ⲉⲩ
ⲛ̄	PREP	ⲛ
ϩⲉⲛ	ART	ϩⲉⲛ
ⲕⲟⲟⲩⲉ	N	ⲕⲟⲟⲩⲉ
ϥⲓ	V	ϥⲓ
ⲣⲟⲟⲩϣ`	N	ⲣⲟⲟⲩϣ
ϩⲁⲣⲟ	PREP	ϩⲁⲣⲟ
ⲟⲩ`	PPERO	ⲟⲩ
ϩ︤ⲛ︥	PREP	ϩⲛ
ϩⲱⲃ`	N	ϩⲱⲃ
ⲛⲓⲙ`	PINT	ⲛⲓⲙ
ⲉⲓⲧⲉ	CONJ	ⲉⲓⲧⲉ
ϩ︤ⲛ︥	PREP	ϩⲛ
ⲧⲉ	ART	ⲧⲉ
ⲥⲃⲱ̂	N	ⲥⲃⲱ
ⲛ̄	PREP	ⲛ
ⲛⲉ	ART	ⲛⲉ
ⲅⲣⲁⲫⲏ`	N	ⲅⲣⲁⲫⲏ
,	PUNCT	,
ⲉⲓⲧⲉ`	CONJ	ⲉⲓⲧⲉ
ϩ︤ⲛ︥	PREP	ϩⲛ
ⲧⲉ	ART	ⲧⲉ
ϩⲣⲉ`	N	ϩⲣⲉ
·	PUNCT	·
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲑ︤	ART	ⲧ
ⲃ︥ⲥⲱ	N	ϩⲃⲥⲱ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲟⲛ`	ADV	ⲟⲛ
ϩ︤ⲙ︥	PREP	ϩⲙ
ⲡⲉⲩ	PPOS	ⲡⲉⲩ
ϣⲱⲛⲉ`	V	ϣⲱⲛⲉ
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ϩⲱⲃ	N	ϩⲱⲃ
ⲛⲓⲙ`	PINT	ⲛⲓⲙ
ⲉⲧ	CREL	ⲉⲧ
ⲟⲩ	ART	ⲟⲩ
ⲟ`	VSTAT	ⲟ
ⲛ̄	ART	ⲛ
ϩ︤ⲙ︥ϩⲁⲗ`	N	ϩⲙϩⲁⲗ
ⲛⲁⲩ	V	ⲛⲁⲩ
ⲛ̄ϩⲏⲧ	PREP	ⲛϩⲏⲧ
ⲟⲩ`	ART	ⲟⲩ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ`	PPERO	ⲟⲩ
ⲛ̄ϭⲓ	PTC	ⲛϭⲓ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ϥⲓ	V	ϥⲓ
ⲙ̄	PREP	ⲙ
ⲡⲉⲩ	PPOS	ⲡⲉⲩ
ⲣⲟⲟⲩϣ`	N	ⲣⲟⲟⲩϣ
·	PUNCT	·
Ⲉⲧⲃⲉ	PREP	ⲉⲧⲃⲉ
ⲡⲁⲓ̈	PDEM	ⲡⲁⲓ
ⲙ̄ⲡⲱⲣ	N	ⲙⲡⲱⲣ
ⲉ	CCIRC	ⲉ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ⲛ	PPERS	ⲛ
ϫⲟⲟ	V	ϫⲟⲟ
ⲥ	PPERO	ⲥ
ⲉ	CCIRC	ⲉ
ⲛ	PPERS	ⲛ
ϫⲓ	V	ϫⲓ
ⲟⲩⲁ`	NUM	ⲟⲩⲁ
ϫⲉ	CONJ	ϫⲉ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ⲁⲣⲭⲉⲓ`	V	ⲁⲣⲭⲉⲓ
ⲉϩⲣⲁⲓ̈	ADV	ⲉϩⲣⲁⲓ
ⲉϫⲱ	PREP	ⲉϫⲱ
ⲛ`	ART	ⲛ
ⲛ̄ⲧⲟⲟⲩ	PPERI	ⲛⲧⲟⲟⲩ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ⲟ̂	VSTAT	ⲟ
ⲛ̄	PREP	ⲛ
ϫⲟⲉⲓⲥ	N	ϫⲟⲉⲓⲥ
ⲉⲣⲟ	PREP	ⲉⲣⲟ
ⲛ`	PPERO	ⲛ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲁⲛⲟⲛ`	PPERI	ⲁⲛⲟⲛ
ⲉ	PREP	ⲉ
ⲛ	PPERO	ⲛ
ϩⲁⲣⲁⲧ	PREP	ϩⲁⲣⲁⲧ
ⲟⲩ`	PPERO	ⲟⲩ
ⲛ̄	PREP	ⲛ
ⲑ	ART	ⲧ
ⲉ`	N	ϩⲉ
ⲛ̄	PREP	ⲛ
ⲛⲉⲓ̈	PDEM	ⲛⲉⲓ
ϩ︤ⲙ︥ϩⲁⲗ	N	ϩⲙϩⲁⲗ
·	PUNCT	·
ⲛ̄	PREP	ⲛ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ⲁⲣⲭⲉⲓ`	V	ⲁⲣⲭⲉⲓ
ⲁⲛ	NEG	ⲁⲛ
ⲉϩⲣⲁⲓ̈	ADV	ⲉϩⲣⲁⲓ
ⲉϫⲱ	PREP	ⲉϫⲱ
ⲛ`	ART	ⲛ
ⲛⲉ	CPRET	ⲛⲉ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ϩⲓϫⲱ	PREP	ϩⲓϫⲱ
ⲛ`	PPERO	ⲛ
·	PUNCT	·
ⲁⲗⲗⲁ	CONJ	ⲁⲗⲗⲁ
ⲁⲛⲟⲛ`	PPERI	ⲁⲛⲟⲛ
ⲛ̄ⲧⲟϥ	PPERI	ⲛⲧⲟϥ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ϩⲓϫⲱ	PREP	ϩⲓϫⲱ
ⲟⲩ	PPERO	ⲟⲩ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲛ̄ⲧⲟⲟⲩ`	PPERI	ⲛⲧⲟⲟⲩ
ⲛ	ART	ⲛ
ⲉⲧ`	CREL	ⲉⲧ
ϩⲁⲣⲁⲧ︤	PREP	ϩⲁⲣⲁⲧ
ⲛ︥`	PPERO	ⲛ
·	PUNCT	·
ⲏ̂	CONJ	ⲏ
ⲉ	CCIRC	ⲉ
ⲩ	PPERS	ⲩ
ⲟ̂	VSTAT	ⲟ
ⲛ̄	PREP	ⲛ
ϩ︤ⲙ︥ϩⲁⲗ`	N	ϩⲙϩⲁⲗ
ⲛⲁ	PREP	ⲛⲁ
ⲛ`	PPERO	ⲛ
ϫⲉ	CONJ	ϫⲉ
ⲥⲉ	NUM	ⲥⲉ
ϥⲓ`	V	ϥⲓ
ⲙ̄	PREP	ⲙ
ⲡⲉ	ART	ⲡⲉ
ⲛ	PREP	ⲛ
ⲣⲟⲟⲩϣ`	N	ⲣⲟⲟⲩϣ
ϩ︤ⲛ︥	PREP	ϩⲛ
ϩⲱⲃ	N	ϩⲱⲃ
ⲛⲓⲙ`	PINT	ⲛⲓⲙ
ⲉⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ϩⲓⲧ︤ⲙ︥	PREP	ϩⲓⲧⲙ
ⲡ	ART	ⲡ
ⲛⲟⲩⲧⲉ	N	ⲛⲟⲩⲧⲉ
·	PUNCT	·
Ⲛ̄	ART	ⲛ
ⲁϣ	PINT	ⲁϣ
ⲛ̄	PREP	ⲛ
ϩⲉ`	N	ϩⲉ
ⲁ	APST	ⲁ
ⲛⲉ	CPRET	ⲛⲉ
ⲡⲣⲟⲫⲏⲧⲏⲥ	N	ⲡⲣⲟⲫⲏⲧⲏⲥ
·	PUNCT	·
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲛ̄	ART	ⲛ
ⲁⲡⲟⲥⲧⲟⲗⲟⲥ	N	ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
·	PUNCT	·
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ⲟⲩⲁⲁⲃ	VSTAT	ⲟⲩⲁⲁⲃ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ`	ART	ⲟⲩ
ϫⲓⲛ	PREP	ϫⲓⲛ
ⲛ̄	ART	ⲛ
ϣⲟⲣ︤ⲡ︥	N	ϣⲟⲣⲡ
ϣⲁϩⲣⲁⲓ̈	ADV	ϣⲁϩⲣⲁⲓ
ⲉ	CCIRC	ⲉ
ⲧⲉⲛⲟⲩ	ADV	ⲧⲉⲛⲟⲩ
ⲣ̄	V	ⲣ
ϩⲛⲁⲩ	ADV	ϩⲛⲁⲩ
ⲉ	PREP	ⲉ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ⲩ	PPERS	ⲩ
ϣⲱⲡⲉ	V	ϣⲱⲡⲉ
ⲛ̄	PREP	ⲛ
ϩ︤ⲙ︥ϩⲁⲗ`	N	ϩⲙϩⲁⲗ
ⲛ̄	PREP	ⲛ
ϩⲉⲛ	ART	ϩⲉⲛ
ⲕⲟⲟⲩⲉ`	N	ⲕⲟⲟⲩⲉ
ϫⲉ	CONJ	ϫⲉ
ⲉⲩⲉ	V	ⲉⲩⲉ
ϫⲓ`	ADV	ϫⲓ
ϩⲱ	V	ϩⲱ
ⲟⲩ	PPERO	ⲟⲩ
ⲙ̄	PREP	ⲙ
ⲡ	ART	ⲡ
ⲱⲛ︤ϩ︥	N	ⲱⲛϩ
·	PUNCT	·
ⲉⲓⲙⲏⲧⲓ	CONJ	ⲉⲓⲙⲏⲧⲓ
ϫⲉ	CONJ	ϫⲉ
ⲁ	APST	ⲁ
ⲩ	PPERS	ⲩ
ⲛⲁⲩ	V	ⲛⲁⲩ
ⲉ	PREP	ⲉ
ⲡ	ART	ⲡ
ϫⲟⲉⲓⲥ	N	ϫⲟⲉⲓⲥ
ⲙ̄	PREP	ⲙ
ⲡⲉ	ART	ⲡⲉ
ⲟⲟⲩ	N	ⲟⲟⲩ
ⲓ︤ⲥ︥	NPROP	ⲓⲏⲥⲟⲩⲥ
,	PUNCT	,
ⲉ	CCIRC	ⲉ
ⲁ	APST	ⲁ
ϥ	PPERO	ϥ
ϫⲓ`	ADV	ϫⲓ
ⲛ̄	PREP	ⲛ
ⲟⲩ	ART	ⲟⲩ
ⲙⲟⲣⲫⲏ	N	ⲙⲟⲣⲫⲏ
ⲛ̄	PREP	ⲛ
ϩ︤ⲙ︥ϩⲁⲗ`	N	ϩⲙϩⲁⲗ
ⲉⲧⲃⲏⲏ	PREP	ⲉⲧⲃⲏⲏ
ⲧ︤ⲛ︥	PPERO	ⲧⲛ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
Ⲟⲛ	ADV	ⲟⲛ
ⲡ	ART	ⲡ
ⲛⲟⲩⲧⲉ	N	ⲛⲟⲩⲧⲉ
ϫⲓⲛ	PREP	ϫⲓⲛ
ⲛ̄	ART	ⲛ
ϣⲟⲣ︤ⲡ︥`	N	ϣⲟⲣⲡ
ⲉ	CREL	ⲉ
ⲁ	APST	ⲁ
ϥ	PPERO	ϥ
ϣⲱⲡⲉ`	V	ϣⲱⲡⲉ
ⲛ̄	PREP	ⲛ
ⲣⲉϥⲣ̄	V	ⲣⲉϥⲣ
ϩⲱⲃ`	N	ϩⲱⲃ
ϩⲱⲥ	CONJ	ϩⲱⲥ
ϩ︤ⲙ︥ϩⲁⲗ`	N	ϩⲙϩⲁⲗ
ⲉ	PREP	ⲉ
ⲡ	ART	ⲡ
ϫⲟⲉⲓⲥ	N	ϫⲟⲉⲓⲥ
ⲡⲉ	COP	ⲡⲉ
,	PUNCT	,
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲡ︤	ART	ⲡ
ⲣ︥ⲣⲟ`	N	ⲣⲣⲟ
ⲡⲉ	COP	ⲡⲉ
·	PUNCT	·
ⲛ̄	PREP	ⲛ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ⲛ̄ⲧ	CREL	ⲛⲧ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲧⲁⲙⲓⲟ`	V	ⲧⲁⲙⲓⲟ
ⲛ̄	PPERO	ⲛ
ⲛⲉϥ	PPOS	ⲛⲉϥ
ⲁⲅⲅⲉⲗⲟⲥ	N	ⲁⲅⲅⲉⲗⲟⲥ
ⲙ̄	PREP	ⲙ
ⲡ︤ⲛ︦ⲁ︥	N	ⲡⲛⲉⲩⲙⲁ
ⲕⲁⲧⲁ	PREP	ⲕⲁⲧⲁ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ⲉⲧ	CREL	ⲉⲧ
ⲥⲏϩ`	VSTAT	ⲥⲏϩ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲛ̄	PREP	ⲛ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ⲛ̄ⲧ	CREL	ⲛⲧ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ⲧⲁⲙⲓⲟ`	V	ⲧⲁⲙⲓⲟ
ⲙ̄	PREP	ⲙ
ⲡ	ART	ⲡ
ⲧⲏⲣ︤	IMOD	ⲧⲏⲣ
ϥ︥	PPERO	ϥ
ⲉⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ϩ︤ⲙ︥	PREP	ϩⲙ
ⲡ	ART	ⲡ
ⲉⲧⲉ	CREL	ⲉⲧⲉ
ⲛ︤	PREP	ⲛ
ϥ︥	PPERO	ϥ
ϣⲟⲟⲡ	VSTAT	ϣⲟⲟⲡ
ⲁⲛ	NEG	ⲁⲛ
·	PUNCT	·
ⲁ	APST	ⲁ
ϥ	PPERO	ϥ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ⲩ	PPERS	ⲩ
ϣⲱⲡⲉ	V	ϣⲱⲡⲉ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ	ART	ⲟⲩ
ⲙ̄	PREP	ⲙ
ⲡⲏⲩⲉ`	N	ⲡⲏⲩⲉ
,	PUNCT	,
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲡ	ART	ⲡ
ⲕⲁϩ	N	ⲕⲁϩ
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲛ	ART	ⲛ
ⲉⲧ︤	CREL	ⲉⲧ
ⲛ︥ϩⲏⲧ	PREP	ⲛϩⲏⲧ
ⲟⲩ	ART	ⲟⲩ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ`	ART	ⲟⲩ
ⲕⲁⲧⲁ	PREP	ⲕⲁⲧⲁ
ⲛⲉ	ART	ⲛⲉ
ⲅⲣⲁⲫⲏ̂	N	ⲅⲣⲁⲫⲏ
·	PUNCT	·
ϫⲉ	CONJ	ϫⲉ
ⲛ̄ⲧⲟⲕ	PPERI	ⲛⲧⲟⲕ
ⲁ	APST	ⲁ
ⲕ	PPERS	ⲕ
ⲥ︤ⲙ︥	V	ⲥⲙ
ⲥ︤ⲛ︥ⲧⲉ`	N	ⲥⲛⲧⲉ
ⲙ̄	PREP	ⲙ
ⲕⲁϩ	N	ⲕⲁϩ
·	PUNCT	·
ⲛⲉ	ART	ⲛⲉ
ϩⲃⲏⲩⲉ	N	ϩⲃⲏⲩⲉ
ⲛ̄	PREP	ⲛ
ⲛⲉ	ART	ⲛⲉ
ⲕ	PPERO	ⲕ
ϭⲓϫ	N	ϭⲓϫ
ⲛⲉ	CPRET	ⲛⲉ
ⲙ̄	PREP	ⲙ
ⲡⲏⲩⲉ	N	ⲡⲏⲩⲉ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲟⲛ`	ADV	ⲟⲛ
ⲛ̄	PREP	ⲛ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ⲛ̄ⲧ	CREL	ⲛⲧ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ϫⲟⲟ	V	ϫⲟⲟ
ⲥ`	PPERO	ⲥ
ⲉ	PREP	ⲉ
ⲧⲣⲉ	ACAUS	ⲧⲣⲉ
ⲛ̄	PREP	ⲛ
ⲕⲁ`	V	ⲕⲁ
ⲛⲓⲙ`	PINT	ⲛⲓⲙ
ϣⲱⲡⲉ`	V	ϣⲱⲡⲉ
·	PUNCT	·
ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲁ	APST	ⲁ
ⲩ	PPERS	ⲩ
ϣⲱⲡⲉ	V	ϣⲱⲡⲉ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ`	ART	ⲟⲩ
ϩ︤ⲙ︥	PREP	ϩⲙ
ⲡⲉ	ART	ⲡⲉ
ϥ	PPERO	ϥ
ⲟⲩⲉϩ	V	ⲟⲩⲉϩ
ⲥⲁϩ︤ⲛ︥ⲉ	N	ⲥⲁϩⲛⲉ
·	PUNCT	·
ⲛⲉ	ART	ⲛⲉ
ϩⲟⲟⲩ	N	ϩⲟⲟⲩ
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲛⲉ	ART	ⲛⲉ
ⲥⲟⲟⲩ	N	ⲥⲟⲟⲩ
·	PUNCT	·
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲛ̄	ART	ⲛ
ⲕⲉ	N	ⲕⲉ
ⲧ︤ⲃ︥ⲛⲟⲟⲩⲉ`	N	ⲧⲃⲛⲟⲟⲩⲉ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ	ART	ⲟⲩ
ⲛ̄	PREP	ⲛ
ⲧ	ART	ⲧ
ⲥⲱϣⲉ`	N	ⲥⲱϣⲉ
·	PUNCT	·
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲛ̄	ART	ⲛ
ϩⲁⲗⲁⲧⲉ`	N	ϩⲁⲗⲁⲧⲉ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ	ART	ⲟⲩ
ⲛ̄	PREP	ⲛ
ⲧ	ART	ⲧ
ⲡⲉ`	COP	ⲡⲉ
·	PUNCT	·
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ϩ︤ⲛ︥	PREP	ϩⲛ
ⲙ̄ⲙⲟⲩ	N	ⲙⲙⲟⲩ
ⲛ	PREP	ⲛ
ⲉⲓⲟⲟⲩⲉ`	N	ⲉⲓⲟⲟⲩⲉ
·	PUNCT	·
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲛ̄	ART	ⲛ
ϣⲏ⳯	N	ϣⲏⲛ
ⲉⲧ	CREL	ⲉⲧ
ϯ	V	ϯ
ⲕⲁⲣⲡⲟⲥ	N	ⲕⲁⲣⲡⲟⲥ
·	PUNCT	·
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲛ	ART	ⲛ
ⲉⲧ	CREL	ⲉⲧ
ⲣⲱⲧ`	N	ⲣⲱⲧ
ⲧⲏⲣ	IMOD	ⲧⲏⲣ
ⲟⲩ	ART	ⲟⲩ
ⲉϩⲣⲁⲓ̈	ADV	ⲉϩⲣⲁⲓ
ϩ︤ⲙ︥	PREP	ϩⲙ
ⲡ	ART	ⲡ
ⲕⲁϩ`	N	ⲕⲁϩ
ⲕⲁⲧⲁ	PREP	ⲕⲁⲧⲁ
ⲛⲉ	ART	ⲛⲉ
ⲅⲣⲁⲫⲏ̇	N	ⲅⲣⲁⲫⲏ
·	PUNCT	·
Ⲁⲩⲱ	CONJ	ⲁⲩⲱ
ⲟⲛ`	ADV	ⲟⲛ
ⲛ̄	PREP	ⲛ
ⲑ	ART	ⲧ
ⲉ	N	ϩⲉ
ⲛ̄ⲧ	CREL	ⲛⲧ
ⲁ	APST	ⲁ
ϥ	PPERS	ϥ
ϫⲓ`	V	ϫⲓ
ⲛ̄	PREP	ⲛ
ⲟⲩ	ART	ⲟⲩ
ⲕⲁϩ`	N	ⲕⲁϩ
ⲉⲃⲟⲗ	ADV	ⲉⲃⲟⲗ
ϩ︤ⲙ︥	PREP	ϩⲙ
ⲡ	ART	ⲡ
ⲕⲁϩ`	N	ⲕⲁϩ
ⲛ̄ϭⲓ	PTC	ⲛϭⲓ
ⲡ	ART	ⲡ
ⲛⲟⲩⲧⲉ	N	ⲛⲟⲩⲧⲉ
ⲉ	CREL	ⲉ
ⲁ	APST	ⲁ
ϥ	PPERO	ϥ
ⲥⲩⲙⲃⲟⲩⲗⲉⲩⲉ`	V	ⲥⲩⲙⲃⲟⲩⲗⲉⲩⲉ
ⲙ︤ⲛ︥	PREP	ⲙⲛ
ⲡ	ART	ⲡ
ϣ︤ⲣ︦ⲡ︥	V	ϣⲣⲡ
ⲙ̄	PREP	ⲙ
ⲙⲓⲥⲉ`	V	ⲙⲓⲥⲉ
ⲛ̄	PREP	ⲛ
ⲥⲱⲛ︤ⲧ︥	V	ⲥⲱⲛⲧ
ⲛⲓⲙ`	PINT	ⲛⲓⲙ
ⲓ︤ⲥ︥	NPROP	ⲓⲏⲥⲟⲩⲥ
·	PUNCT	·
ⲡⲁⲓ̈	PDEM	ⲡⲁⲓ
ⲉⲧ	CREL	ⲉⲧ
ϣⲟⲟⲡ`	VSTAT	ϣⲟⲟⲡ
